ten_gpa,twelth_gpa,colz_gpa,nimcet_marks,psqt_gpa,me_gpa,co_gpa,pscp_gpa,pscp_lab_gpa,foss_lab_gpa,sgpa1,afm_gpa,ds_gpa,ss_gpa,oops_gpa,aad_gpa,ds_lab_gpa,ss_lab_gpa,oops_lab_gpa,sgpa2,cgpa2,os_gpa,dbms_gpa,wt_gpa,ospm_gpa,ads_gpa,os_lab_gpa,dbms_lab_gpa,wt_lab_gpa,sgpa3,cgpa3,pdwdm_gpa,ccn_gpa,se_gpa,ooad_gpa,dos_gpa,ke_lab_gpa,ccn_lab_gpa,set_lab_gpa,sgpa4,cgpa4,nps_gpa,uc_gpa,cc_gpa,dpsa_gpa,stt_gpa,seminar_viva_gpa,nps_lab_gpa,stt_lab_gpa,sgpa5,cgpa5,project_gpa,cgpa_final
6.47,7.77,5.2,418.07,5,8,6,7,5,7,6.14,8,7,6,9,7,6,5,9,7.12,6.63,6,9,6,10,8,5,8,7,7.38,6.88,9,8,8,8,5,10,7,9,8.0,7.16,7,8,8,9,7,5,8,7,7.38,7.2,6,7.0
6.85,7.61,7.29,492.67,6,7,5,7,8,7,6.57,5,6,8,6,6,7,8,8,6.75,6.66,6,8,5,8,5,5,8,5,6.25,6.52,8,6,7,8,7,8,5,8,7.12,6.67,7,8,6,7,6,6,7,6,6.62,6.66,7,6.72
6.71,7.8,6.97,646.5,5,6,6,8,7,7,6.29,7,8,8,6,5,10,7,7,7.25,6.77,8,7,6,6,9,9,8,5,7.25,6.93,8,8,7,6,7,7,7,8,7.25,7.01,7,8,8,5,6,7,8,6,6.88,6.98,5,6.65
5.73,6.69,5.89,639.38,7,7,5,7,7,9,7.0,9,7,8,9,9,6,9,9,8.25,7.62,6,7,5,9,6,6,6,6,6.38,7.21,8,7,8,8,5,8,8,8,7.5,7.28,7,6,7,8,7,6,8,6,6.88,7.2,8,7.33
6.31,6.48,7.12,438.59,6,7,7,5,5,5,5.71,7,5,7,5,7,6,6,7,6.25,5.98,8,7,7,8,6,9,7,8,7.5,6.49,8,8,6,7,7,8,7,7,7.25,6.68,9,8,8,8,6,7,9,5,7.5,6.84,7,6.87
6.93,6.39,5.92,473.62,5,5,6,7,6,6,5.86,6,5,6,9,5,5,5,8,6.12,5.99,8,6,8,5,6,7,6,7,6.62,6.2,6,6,8,7,8,6,6,7,6.75,6.34,5,6,8,8,7,8,6,6,6.75,6.42,6,6.35
7.73,6.86,6.11,633.55,5,7,7,6,5,7,6.29,7,7,6,6,7,8,8,8,7.12,6.7,7,8,9,7,8,6,8,8,7.62,7.01,9,6,8,6,7,10,7,7,7.5,7.13,7,6,8,5,9,6,7,10,7.25,7.16,9,7.46
9.57,7.6,5.17,627.08,8,5,8,7,9,9,7.29,7,7,8,8,7,8,9,9,7.88,7.58,8,9,6,7,6,8,10,6,7.5,7.56,8,6,8,8,7,7,5,7,7.0,7.42,7,7,7,9,7,5,6,7,6.88,7.31,7,7.26
5.37,7.41,5.27,613.75,6,6,6,5,6,5,5.71,6,7,6,5,8,6,8,7,6.62,6.17,7,9,7,6,8,7,8,6,7.25,6.53,8,7,8,8,7,7,7,8,7.5,6.77,8,6,7,8,7,6,7,8,7.12,6.84,5,6.53
6.95,7.94,6.68,548.18,7,6,7,8,7,7,6.71,6,7,7,6,7,7,7,5,6.5,6.61,8,10,5,6,8,7,9,5,7.25,6.82,9,7,6,6,9,10,8,5,7.5,6.99,6,6,6,6,7,6,6,6,6.12,6.82,8,7.01
6.3,6.78,6.83,432.51,5,6,8,6,8,5,6.14,8,6,8,6,5,7,9,5,6.75,6.45,9,10,6,8,6,10,9,5,7.88,6.92,10,6,8,7,9,9,5,9,7.88,7.16,6,7,6,8,9,6,6,10,7.25,7.18,8,7.32
9.7,8.49,9.37,729.99,8,7,8,9,7,7,7.43,9,8,10,9,6,8,10,10,8.75,8.09,8,9,9,9,7,9,8,8,8.38,8.19,8,10,10,10,7,8,10,10,9.12,8.42,10,9,8,9,10,10,9,10,9.38,8.61,9,8.68
9.23,9.95,8.82,692.49,7,7,7,8,7,8,7.57,7,5,10,7,9,6,10,9,7.88,7.73,8,8,6,9,5,8,9,6,7.38,7.61,8,8,8,8,7,8,8,9,8.0,7.71,8,7,7,8,9,8,8,10,8.12,7.79,10,8.16
9.84,8.94,8.41,825.07,8,9,10,8,8,6,8.29,10,8,6,6,8,10,8,8,8.0,8.14,9,7,8,8,8,8,7,9,8.0,8.1,7,8,9,10,9,5,9,10,8.38,8.17,9,9,8,9,10,10,10,10,9.38,8.41,10,8.67
9.72,9.43,9.28,658.31,8,6,8,6,6,7,6.57,7,7,8,6,5,6,7,8,6.75,6.66,8,9,8,6,7,7,10,7,7.75,7.02,8,7,8,8,9,9,6,9,8.0,7.27,8,8,8,7,8,7,9,8,7.88,7.39,6,7.16
6.26,7.0,7.87,392.55,5,7,6,5,5,7,6.14,5,6,6,6,8,7,6,8,6.5,6.32,7,6,5,6,5,8,6,6,6.12,6.25,5,8,8,8,6,6,8,9,7.25,6.5,8,8,7,9,8,7,7,7,7.62,6.73,8,6.94
7.14,7.29,6.41,620.11,5,6,7,8,10,7,6.86,5,5,8,9,6,6,7,10,7.0,6.93,9,9,8,6,5,10,9,7,7.88,7.25,10,8,8,6,8,10,7,8,8.12,7.46,9,6,8,7,6,7,7,5,6.88,7.35,6,7.12
6.03,7.68,7.6,419.65,6,7,5,8,9,9,7.29,8,6,7,9,6,6,6,10,7.25,7.27,6,8,6,6,5,5,9,7,6.5,7.01,8,8,8,8,6,8,9,8,7.88,7.23,8,7,8,7,9,6,9,8,7.75,7.33,8,7.44
9.85,6.75,7.66,563.72,6,8,7,7,7,9,7.14,8,7,7,9,5,9,6,10,7.62,7.38,6,9,7,9,6,5,8,8,7.25,7.34,9,6,6,6,5,8,7,6,6.62,7.16,7,6,7,7,7,8,8,6,7.0,7.13,5,6.77
7.2,7.02,7.51,639.01,7,9,9,8,10,7,7.86,8,6,9,9,7,8,8,10,8.12,7.99,9,8,10,10,7,8,8,10,8.75,8.24,9,9,8,8,10,9,8,9,8.75,8.37,9,8,10,7,9,10,9,9,8.88,8.47,9,8.56
8.87,8.43,9.73,691.94,6,9,6,7,9,7,7.43,5,7,8,8,8,5,8,7,7.0,7.21,8,5,8,10,8,6,5,8,7.25,7.23,6,6,7,7,8,6,7,5,6.5,7.04,7,6,8,6,8,7,8,8,7.25,7.09,8,7.24
8.87,7.8,6.6,545.53,5,5,5,6,7,7,6.0,8,7,6,6,9,6,6,8,7.0,6.5,7,7,7,7,6,8,6,7,6.88,6.63,7,8,6,8,6,8,7,7,7.12,6.75,7,5,7,7,6,8,8,5,6.62,6.72,7,6.77
5.78,5.3,5.95,399.38,8,6,6,7,5,7,6.71,8,5,6,6,9,7,5,6,6.5,6.61,6,9,6,8,5,6,8,6,6.75,6.65,10,8,8,8,7,10,8,8,8.38,7.09,9,7,8,7,8,6,9,7,7.62,7.19,9,7.49
8.03,8.12,9.99,827.41,10,10,10,10,10,10,10.0,8,10,9,10,10,10,8,10,9.38,9.69,8,7,9,10,8,9,7,9,8.38,9.25,8,9,9,9,8,8,9,8,8.5,9.07,10,8,10,9,8,10,10,8,9.12,9.08,9,9.06
7.6,7.02,6.31,406.02,6,8,6,6,5,5,6.0,6,6,6,6,7,6,6,8,6.38,6.19,5,8,10,9,6,5,7,9,7.38,6.59,8,8,7,7,6,7,7,6,7.0,6.69,7,8,7,7,8,7,8,9,7.62,6.88,7,6.9
8.9,7.24,5.13,442.38,7,7,8,8,9,9,8.0,8,10,9,10,9,9,8,9,9.0,8.5,8,10,9,6,9,9,9,8,8.5,8.5,10,10,8,10,7,9,9,8,8.88,8.6,9,10,8,10,9,8,10,8,9.0,8.68,9,8.73
9.68,8.82,9.38,708.12,9,6,7,6,5,7,6.86,5,8,6,7,8,10,5,7,7.0,6.93,7,9,8,8,9,6,8,7,7.75,7.2,10,7,6,7,6,10,5,6,7.12,7.18,8,6,6,8,6,7,7,6,6.75,7.1,6,6.91
5.52,5.43,7.82,639.92,7,7,7,9,8,9,7.86,8,6,10,9,8,6,8,10,8.12,7.99,9,5,8,6,6,9,6,8,7.12,7.7,6,8,8,8,8,6,9,7,7.5,7.65,7,7,5,8,8,6,8,9,7.25,7.57,9,7.81
7.25,7.6,6.7,634.95,8,5,5,8,7,10,7.14,5,9,9,7,5,9,7,6,7.12,7.13,7,6,9,6,9,5,5,10,7.12,7.13,5,8,6,8,7,5,9,5,6.62,7.0,8,6,8,8,6,5,9,7,7.12,7.02,7,7.02
5.44,6.09,5.76,430.45,6,5,7,5,6,5,5.86,8,6,7,5,5,8,8,6,6.62,6.24,9,10,6,7,7,8,10,6,7.88,6.79,10,8,6,8,9,8,7,6,7.75,7.03,8,6,6,7,6,8,7,5,6.62,6.95,5,6.62
6.19,7.61,5.26,464.24,8,8,6,5,7,7,6.86,6,8,6,5,9,10,6,6,7.0,6.93,7,6,8,9,9,8,7,9,7.88,7.25,6,7,7,6,7,5,6,8,6.5,7.06,6,7,7,7,7,8,7,8,7.12,7.07,8,7.23
6.66,7.53,5.13,592.71,5,6,5,6,6,8,6.29,7,8,8,6,9,8,8,5,7.38,6.83,5,5,8,8,9,5,5,9,6.75,6.81,5,6,8,7,6,6,5,8,6.38,6.7,5,6,6,6,9,7,6,7,6.5,6.66,8,6.88
9.61,7.54,7.08,612.33,5,8,5,7,7,7,6.86,6,5,6,6,10,7,6,5,6.38,6.62,7,5,6,9,6,8,5,5,6.38,6.54,6,8,6,6,6,5,9,7,6.62,6.56,7,8,6,6,5,8,6,6,6.5,6.55,6,6.46
5.96,5.9,7.23,621.68,9,9,6,6,6,8,7.29,8,9,7,6,8,8,6,6,7.25,7.27,8,9,6,10,8,7,9,7,8.0,7.51,10,7,7,7,9,9,6,7,7.75,7.57,8,6,8,6,8,7,8,7,7.25,7.51,9,7.76
7.1,7.3,7.16,634.69,7,7,6,8,7,8,7.29,7,8,10,9,10,10,9,8,8.88,8.08,7,9,7,8,6,5,9,7,7.25,7.81,9,6,8,7,7,9,5,7,7.25,7.67,5,8,8,8,8,8,6,9,7.5,7.63,9,7.86
7.08,7.13,5.66,605.9,7,5,7,7,9,9,7.0,8,7,8,6,6,7,9,7,7.25,7.12,6,5,7,7,6,6,5,7,6.12,6.79,6,7,7,6,7,7,6,8,6.75,6.78,7,8,8,5,5,7,7,6,6.62,6.75,6,6.62
5.98,6.48,6.25,615.8,7,6,5,6,5,6,5.71,8,5,6,8,7,5,7,9,6.88,6.3,5,8,8,6,5,5,8,7,6.5,6.36,7,8,8,6,6,6,9,9,7.38,6.62,7,8,7,5,7,8,7,7,7.0,6.69,6,6.58
6.34,6.58,5.52,467.2,7,7,8,7,8,6,7.14,9,9,8,9,8,9,10,7,8.62,7.88,7,6,5,8,8,8,6,5,6.62,7.46,7,7,6,8,6,7,5,6,6.5,7.22,6,7,7,6,7,8,5,8,6.75,7.13,8,7.27
6.37,6.65,7.38,566.61,8,9,6,8,8,8,7.57,8,8,9,7,8,10,10,8,8.5,8.04,7,7,10,10,7,7,5,10,7.88,7.98,5,6,8,6,6,6,5,7,6.12,7.52,6,6,6,6,7,7,6,6,6.25,7.26,8,7.39
7.44,7.11,7.39,461.73,8,8,8,6,7,6,7.0,7,8,7,5,6,7,6,7,6.62,6.81,6,10,7,7,7,5,9,8,7.38,7.0,10,7,6,6,5,10,8,5,7.12,7.03,6,8,8,5,6,6,5,7,6.38,6.9,5,6.58
5.47,6.1,5.67,604.81,8,6,8,8,8,8,7.57,6,6,10,10,6,5,9,10,7.75,7.66,10,8,7,6,7,10,7,6,7.62,7.65,9,6,8,8,10,9,6,9,8.12,7.77,7,8,7,9,8,6,6,7,7.25,7.66,8,7.72
7.59,7.46,7.73,463.01,7,7,6,8,8,8,7.29,6,8,10,9,9,7,8,9,8.25,7.77,5,7,7,7,7,5,6,8,6.5,7.35,7,6,8,8,5,7,7,9,7.12,7.29,6,8,5,7,8,5,5,8,6.5,7.13,9,7.44
7.8,6.17,6.16,427.72,6,8,6,7,9,8,7.14,9,7,8,9,5,6,10,10,8.0,7.57,5,6,6,6,7,5,7,7,6.12,7.09,6,7,6,6,6,6,6,5,6.0,6.82,6,7,7,6,6,7,7,7,6.62,6.78,6,6.65
5.93,5.55,7.76,560.21,7,8,9,6,8,8,7.43,7,8,7,6,8,10,9,7,7.75,7.59,7,9,9,9,8,8,8,9,8.38,7.85,9,7,6,8,6,9,6,5,7.0,7.64,6,7,6,7,5,6,5,5,5.88,7.29,5,6.91
5.21,5.06,7.22,649.17,9,6,6,9,8,10,7.86,9,6,9,8,7,8,8,7,7.75,7.8,7,9,7,8,5,7,10,6,7.38,7.66,8,8,6,7,7,9,7,5,7.12,7.53,7,6,6,6,5,6,6,5,5.88,7.2,5,6.83
5.88,5.88,7.32,500.55,8,7,8,9,10,8,8.14,8,5,9,9,6,6,7,9,7.38,7.76,9,6,10,8,6,7,6,9,7.62,7.71,5,6,7,8,9,6,6,7,6.75,7.47,5,8,7,7,5,6,6,6,6.25,7.23,6,7.02
5.92,6.49,6.95,548.47,5,8,8,5,7,5,6.57,8,5,5,6,10,5,6,6,6.38,6.48,8,10,8,9,6,9,10,6,8.25,7.07,9,8,6,8,7,10,9,5,7.75,7.24,8,8,7,9,5,8,9,6,7.5,7.29,6,7.08
5.74,7.09,7.05,488.91,8,5,5,6,6,8,6.57,5,7,6,6,8,7,8,6,6.62,6.6,6,7,6,7,6,7,7,7,6.62,6.6,6,7,8,8,5,6,6,8,6.75,6.64,7,7,6,8,7,6,8,6,6.88,6.69,7,6.74
7.45,6.45,7.95,545.0,7,9,9,9,10,9,8.57,9,10,9,10,7,9,9,10,9.12,8.85,8,10,8,9,10,9,9,7,8.75,8.81,10,5,6,7,8,10,5,7,7.25,8.42,5,10,10,8,5,8,5,5,7.0,8.14,5,7.62
5.71,5.57,7.73,476.22,5,5,6,6,8,8,6.29,5,8,7,7,6,7,9,9,7.25,6.77,6,9,9,5,7,6,9,9,7.5,7.01,10,8,7,7,5,9,7,8,7.62,7.16,9,7,8,7,6,7,8,5,7.12,7.16,7,7.13
6.3,7.29,7.78,511.85,6,6,6,7,6,8,6.71,6,7,7,6,9,7,9,6,7.12,6.92,7,9,8,6,6,6,10,8,7.5,7.11,9,6,8,8,7,10,7,7,7.75,7.27,5,8,6,8,9,7,6,9,7.25,7.27,8,7.39
8.85,8.52,8.08,871.64,8,8,9,8,8,8,8.29,8,8,6,7,9,10,7,9,8.0,8.14,8,9,7,10,6,7,9,6,7.75,8.01,9,10,9,9,9,10,10,10,9.5,8.38,10,9,9,10,9,9,9,8,9.12,8.53,10,8.78
8.59,8.21,9.83,810.06,9,10,8,8,7,8,8.29,8,6,7,9,8,8,7,9,7.75,8.02,10,7,10,9,6,10,7,10,8.62,8.22,6,9,10,9,10,6,8,10,8.5,8.29,9,10,9,10,9,8,10,10,9.38,8.51,9,8.59
9.7,8.94,8.23,844.44,8,8,8,10,9,9,8.57,9,9,9,10,10,10,8,10,9.38,8.98,9,7,6,9,10,8,7,5,7.62,8.52,7,10,10,10,8,6,10,8,8.62,8.55,10,9,8,10,9,10,9,8,9.12,8.66,7,8.39
7.89,7.17,5.72,638.9,8,7,6,7,9,8,7.43,8,9,8,6,8,9,7,7,7.75,7.59,8,8,9,8,9,9,7,10,8.5,7.89,6,6,7,6,9,6,5,8,6.62,7.57,7,8,7,6,6,6,8,5,6.62,7.38,7,7.32
6.92,7.48,7.65,524.07,7,7,9,7,6,9,7.29,7,8,8,7,6,10,10,9,8.12,7.7,9,7,7,9,8,9,6,6,7.62,7.68,8,6,8,8,10,9,7,7,7.88,7.73,5,5,6,8,8,7,5,7,6.38,7.46,9,7.71
8.68,8.83,9.65,893.18,9,10,8,8,7,10,8.57,8,8,6,10,9,7,7,9,8.0,8.29,7,8,7,10,7,6,7,6,7.25,7.94,6,6,7,8,6,7,5,6,6.38,7.55,7,7,7,9,7,8,8,7,7.5,7.54,8,7.62
7.88,6.83,6.05,495.55,5,6,6,8,10,10,7.29,8,8,10,9,6,7,10,9,8.38,7.83,8,5,6,5,7,8,6,7,6.5,7.39,5,7,7,7,8,5,7,8,6.75,7.23,6,6,8,6,7,6,6,8,6.62,7.11,7,7.09
6.37,7.95,7.96,576.8,9,6,9,9,10,9,8.29,8,10,10,10,5,8,10,10,8.88,8.58,8,8,9,8,9,9,6,8,8.12,8.43,9,8,9,10,6,10,8,10,8.75,8.51,9,10,10,8,8,9,10,9,9.12,8.63,8,8.53
7.09,7.4,5.15,599.37,5,6,5,6,6,6,6.0,7,5,8,5,7,5,7,6,6.25,6.12,7,7,8,7,6,7,7,7,7.0,6.42,6,7,8,6,8,5,7,9,7.0,6.56,6,7,6,7,9,8,7,10,7.5,6.75,9,7.12
8.94,7.33,7.78,450.87,5,5,5,8,10,8,6.57,7,8,9,10,6,9,10,9,8.5,7.54,6,5,7,6,7,7,6,8,6.5,7.19,6,8,6,8,7,7,8,6,7.0,7.14,7,7,8,9,6,6,7,7,7.12,7.14,7,7.12
6.32,5.72,5.69,589.62,5,7,8,5,5,7,6.0,7,5,6,6,6,5,8,5,6.0,6.0,8,6,6,9,6,8,7,5,6.88,6.29,7,7,6,7,8,7,8,5,6.88,6.44,8,8,5,6,6,7,7,5,6.5,6.45,7,6.54
6.26,5.83,7.29,643.85,8,6,5,9,9,9,7.86,8,7,10,9,7,9,9,8,8.38,8.12,5,7,9,5,6,6,7,8,6.62,7.62,5,8,8,8,5,6,9,7,7.0,7.46,8,7,6,7,9,6,7,10,7.5,7.47,8,7.56
8.35,7.49,6.06,413.8,6,8,6,5,5,7,6.0,6,5,6,7,7,7,8,9,6.88,6.44,6,7,9,8,6,6,5,7,6.75,6.54,7,6,7,7,7,8,6,7,6.88,6.63,6,8,6,5,5,7,6,5,6.0,6.5,5,6.25
5.9,7.67,7.72,503.53,7,7,7,8,7,9,7.43,8,6,7,9,6,7,5,9,7.12,7.27,9,10,5,7,6,8,9,6,7.5,7.35,9,8,8,8,9,8,7,8,8.12,7.54,8,6,8,9,7,8,7,7,7.5,7.53,6,7.28
6.43,7.25,7.73,398.48,7,6,6,5,6,6,6.29,8,7,5,5,8,7,6,6,6.5,6.39,6,5,5,5,8,6,6,6,5.88,6.22,5,7,7,6,7,6,8,7,6.62,6.32,6,6,8,5,7,6,6,7,6.38,6.33,8,6.61
6.88,7.53,5.67,582.83,6,5,6,6,7,6,6.29,7,8,6,8,10,7,5,7,7.25,6.77,7,6,6,6,8,7,7,6,6.62,6.72,7,7,8,7,5,6,5,9,6.75,6.73,6,7,6,7,8,8,5,9,7.0,6.78,6,6.65
8.12,7.16,6.9,649.23,7,8,8,5,5,6,6.71,6,6,6,6,10,5,8,8,6.88,6.8,10,10,7,8,7,8,10,6,8.25,7.28,9,8,7,7,9,10,8,7,8.12,7.49,9,8,6,6,6,6,9,5,6.88,7.37,5,6.97
6.0,6.96,6.59,483.4,7,7,8,7,8,9,7.43,6,9,7,7,6,10,8,9,7.75,7.59,10,9,10,7,8,9,8,9,8.75,7.98,9,8,7,6,9,8,7,8,7.75,7.92,6,7,8,7,7,7,7,6,6.88,7.71,5,7.26
7.85,7.74,7.89,603.23,9,6,8,6,8,8,7.57,7,9,7,6,10,9,9,5,7.75,7.66,8,9,10,6,9,7,8,10,8.38,7.9,9,6,6,6,8,8,5,7,6.88,7.65,6,6,8,6,6,8,5,6,6.38,7.39,5,6.99
5.22,5.51,5.73,432.55,6,6,7,7,7,9,7.14,9,6,5,5,10,7,5,6,6.62,6.88,8,6,10,5,5,9,6,8,7.12,6.96,7,7,8,7,7,8,6,6,7.0,6.97,7,8,8,6,9,8,8,10,8.0,7.18,10,7.65
8.69,9.43,9.17,677.57,6,9,7,8,8,8,7.71,6,8,9,9,8,7,8,10,8.12,7.92,7,8,6,10,9,7,9,6,7.75,7.86,7,8,8,8,8,6,8,8,7.62,7.8,8,8,8,8,7,6,8,5,7.25,7.69,7,7.58
7.96,7.37,5.23,598.15,5,5,6,8,8,9,6.57,5,7,9,10,6,8,8,10,7.88,7.23,5,6,7,6,6,5,6,7,6.0,6.82,7,8,8,7,6,8,9,8,7.62,7.02,9,6,7,7,9,6,10,8,7.75,7.16,9,7.47
9.29,9.17,8.91,928.8,10,9,8,9,10,9,9.14,9,10,9,10,10,9,8,9,9.25,9.2,8,6,7,9,10,9,6,6,7.62,8.67,7,9,10,9,7,6,10,9,8.38,8.6,10,8,9,9,10,8,9,9,9.0,8.68,10,8.9
9.28,7.77,6.05,407.54,8,8,6,5,7,7,6.71,7,7,6,6,8,6,6,8,6.75,6.73,8,8,8,9,8,8,9,7,8.12,7.19,9,6,7,6,9,9,7,6,7.38,7.24,6,8,7,6,7,5,5,7,6.38,7.07,7,7.06
7.9,7.16,5.51,430.07,8,5,8,8,9,9,7.43,6,6,10,7,7,8,9,7,7.5,7.46,8,6,9,5,7,9,7,9,7.5,7.48,5,6,7,6,7,5,6,6,6.0,7.11,7,7,6,7,6,8,7,7,6.88,7.06,6,6.88
6.52,7.83,7.63,562.07,9,6,6,7,9,7,7.57,8,7,8,7,9,9,8,6,7.75,7.66,7,6,8,8,8,8,7,8,7.5,7.61,7,8,6,6,7,7,7,7,6.88,7.43,8,6,8,5,5,7,7,6,6.5,7.24,6,7.03
5.52,7.56,6.77,516.41,6,6,8,7,7,9,6.86,8,6,6,6,5,7,8,6,6.5,6.68,7,10,9,8,6,7,10,10,8.38,7.25,10,8,6,7,6,9,7,5,7.25,7.25,6,6,8,8,6,6,5,5,6.25,7.05,6,6.87
5.58,6.96,6.49,514.0,6,8,7,7,6,8,7.14,7,7,7,9,9,8,7,9,7.88,7.51,7,5,9,8,6,8,6,10,7.38,7.47,5,5,5,8,6,5,5,6,5.62,7.01,5,6,7,7,5,7,5,5,5.88,6.78,5,6.48
5.6,7.86,7.95,543.86,6,9,8,5,7,6,6.71,6,6,6,6,8,8,6,5,6.38,6.55,6,8,7,10,7,5,8,5,7.0,6.7,7,8,8,8,6,7,7,8,7.38,6.87,7,8,8,7,7,6,6,8,7.12,6.92,7,6.93
6.49,6.37,5.28,514.0,8,8,6,5,5,7,6.29,7,5,6,6,5,5,6,7,5.88,6.08,7,8,7,8,5,8,7,6,7.0,6.39,6,6,7,6,7,5,7,6,6.25,6.35,5,8,8,7,6,7,5,7,6.62,6.41,5,6.17
5.06,5.74,7.67,537.42,9,9,7,6,5,5,6.86,5,7,7,7,6,6,9,5,6.5,6.68,6,5,9,9,6,7,5,9,7.0,6.79,5,7,7,7,6,5,8,8,6.62,6.74,7,8,7,6,7,8,7,8,7.25,6.85,6,6.7
7.54,7.49,7.6,406.97,8,6,6,8,7,7,7.14,9,7,10,9,10,7,10,8,8.75,7.95,7,8,6,8,7,5,7,7,6.88,7.59,9,7,8,7,6,9,7,7,7.5,7.57,6,7,7,5,7,8,5,8,6.62,7.38,6,7.15
6.92,7.97,7.59,596.04,9,9,9,6,7,7,8.0,6,6,6,7,8,7,7,8,6.88,7.44,9,7,7,9,5,9,6,6,7.25,7.38,8,6,8,6,8,8,7,6,7.12,7.31,7,6,7,5,8,6,7,7,6.62,7.17,8,7.31
7.48,7.82,5.52,520.45,7,5,8,7,8,7,6.86,8,6,7,7,8,6,6,9,7.12,6.99,8,10,9,7,5,8,10,9,8.25,7.41,9,8,6,6,8,10,9,6,7.75,7.49,9,6,7,6,6,5,9,7,6.88,7.37,6,7.14
6.8,7.4,5.89,550.52,6,5,6,6,6,5,5.57,6,6,5,7,5,8,6,6,6.12,5.85,5,7,7,5,6,6,7,7,6.25,5.98,7,5,7,7,6,7,5,5,6.12,6.02,6,5,6,7,8,8,7,8,6.88,6.19,8,6.49
7.72,7.42,5.35,429.09,5,5,5,6,8,7,6.14,5,8,6,8,7,9,8,7,7.25,6.7,5,8,5,7,8,5,8,5,6.38,6.59,7,6,7,8,5,8,6,8,6.88,6.66,5,6,7,8,8,6,5,8,6.62,6.65,8,6.88
7.72,7.56,6.89,603.47,8,5,6,6,7,5,6.43,8,8,5,8,8,10,7,10,8.0,7.21,6,7,7,6,8,5,7,7,6.62,7.02,7,7,7,7,7,8,8,8,7.38,7.11,7,7,8,6,5,8,7,5,6.62,7.01,5,6.67
5.16,7.8,5.7,468.26,5,6,6,6,8,8,6.57,6,5,7,5,7,5,5,5,5.62,6.1,8,5,7,6,5,8,5,8,6.5,6.23,5,8,7,8,9,6,7,7,7.12,6.45,7,8,6,9,6,7,8,6,7.12,6.59,5,6.32
6.65,6.93,5.19,606.67,5,8,6,7,9,7,6.86,6,7,7,6,5,8,8,7,6.75,6.8,5,6,6,7,6,6,7,5,6.0,6.54,7,6,7,5,5,5,7,8,6.25,6.46,6,6,8,6,7,7,6,8,6.75,6.52,8,6.77
6.03,5.73,7.81,623.55,8,6,9,7,8,9,7.57,9,9,8,6,5,10,7,5,7.38,7.48,9,10,7,7,8,10,9,7,8.38,7.78,9,7,6,7,8,8,7,7,7.38,7.68,8,7,6,5,6,8,8,7,6.88,7.52,5,7.1
5.91,7.87,5.59,392.27,5,5,5,7,9,6,6.14,8,5,8,6,8,6,8,7,7.0,6.57,7,5,6,6,6,8,6,5,6.12,6.42,5,6,6,8,7,6,6,7,6.38,6.41,5,7,8,8,5,7,5,6,6.38,6.4,6,6.34
5.01,6.94,7.35,577.62,8,8,7,8,10,8,7.86,7,6,9,8,6,5,9,6,7.0,7.43,9,6,5,10,6,8,5,5,6.75,7.2,6,8,7,6,8,6,7,7,6.88,7.12,7,6,6,5,7,8,7,7,6.62,7.02,7,7.02
6.78,6.9,6.37,431.35,5,8,6,5,6,7,6.0,8,8,7,7,7,7,8,5,7.12,6.56,6,7,7,7,6,7,7,7,6.75,6.62,6,7,6,8,5,5,7,5,6.12,6.5,7,8,6,7,5,7,8,5,6.62,6.52,5,6.27
5.1,5.63,7.33,587.55,6,7,6,8,8,9,7.14,9,6,8,9,5,8,10,8,7.88,7.51,7,6,10,8,6,5,7,9,7.25,7.42,7,8,6,6,6,5,7,7,6.5,7.19,8,8,6,5,7,7,6,7,6.75,7.1,8,7.25
6.35,7.99,6.37,484.91,8,5,5,5,7,7,6.0,7,8,7,5,6,9,6,6,6.75,6.38,6,7,7,7,6,7,6,8,6.75,6.5,7,8,8,7,7,7,9,8,7.62,6.78,8,8,6,8,9,6,9,9,7.88,7.0,8,7.17
8.72,8.21,5.85,473.1,6,7,8,6,5,5,6.14,6,5,8,8,7,6,7,9,7.0,6.57,7,8,9,6,6,8,9,8,7.62,6.92,8,8,6,8,8,7,8,5,7.25,7.0,8,7,6,9,6,8,8,6,7.25,7.05,7,7.04
6.6,5.58,6.76,520.36,7,8,6,6,8,7,6.86,7,6,8,8,8,8,8,10,7.88,7.37,5,6,10,9,7,5,6,9,7.12,7.29,7,8,6,6,5,8,9,5,6.75,7.15,8,8,8,6,7,7,8,5,7.12,7.15,6,6.95
6.85,6.46,7.11,638.94,6,8,9,9,10,8,8.0,9,10,10,10,8,9,9,9,9.25,8.62,10,10,10,9,10,8,8,9,9.25,8.83,10,9,9,10,9,8,9,10,9.25,8.94,8,8,8,9,9,10,8,9,8.62,8.87,10,9.06
8.63,8.06,8.83,876.82,10,8,9,8,7,7,8.43,8,8,8,6,10,8,7,5,7.5,7.96,10,7,8,8,8,9,5,6,7.62,7.85,8,6,6,7,9,9,7,7,7.38,7.73,5,6,8,8,6,7,5,7,6.5,7.49,7,7.4
5.73,6.85,7.89,609.47,9,8,7,7,8,6,7.43,6,7,7,8,6,8,9,8,7.38,7.4,9,6,5,8,6,8,5,6,6.62,7.14,5,8,6,5,8,6,7,5,6.25,6.92,7,5,7,5,6,6,6,6,6.0,6.74,6,6.61
